Aligned images,Quality,Flying altitude,Ground resolution,Coverage area,Tie points,Scale Bars,Scale Bars Total Error
20,Medium,N/A,N/A,N/A,N/A,LabelDistance (m)Error (m)target 9_target 100.0581591-4.08561e-05target 49_target 500.05586586.5757e-05target 55_target 560.055793-7.00505e-06Total4.48787e-05,N/A
